#! FIELDS time phi omega psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET min_omega -pi
#! SET max_omega pi
#! SET min_psi -pi
#! SET max_psi pi
 589.000000 -1.538016 -0.024942 3.067448
 590.000000 -1.905541 0.631015 -2.991977
 591.000000 -0.825206 -0.583602 2.896231
 592.000000 -0.909701 -0.690043 -3.060944
 593.000000 -1.066137 -0.493599 2.644011
 594.000000 -1.732958 0.271835 -3.097882
 595.000000 -1.050224 -0.280399 2.887969
 596.000000 -1.063916 -0.204815 2.771480
 597.000000 -0.698988 -0.711546 2.915935
 598.000000 -1.157467 -0.339892 -2.841214
 599.000000 -1.327171 -0.054758 2.855390
 600.000000 -1.293492 -0.347900 2.906413
 601.000000 -1.189995 -0.347602 3.006418
 602.000000 -2.092077 0.399995 -3.118206
 603.000000 -0.964283 -0.382527 2.695445
 604.000000 -1.403798 -0.114266 2.874375
 605.000000 -0.973537 -0.531730 2.835457
 606.000000 -1.254254 -0.034159 2.914329
 607.000000 -1.310641 0.065279 2.834749
 608.000000 -1.389178 -0.221388 -3.058149
 609.000000 -1.203412 -0.244644 3.088330
 610.000000 -1.274685 -0.270990 3.042621
 611.000000 -0.882183 -0.455121 2.866305
 612.000000 -1.522714 0.029770 2.642010
 613.000000 -1.161366 -0.296983 2.859038
 614.000000 -1.212304 -0.187833 2.917672
 615.000000 -1.031646 -0.466651 3.086141
 616.000000 -1.041911 -0.269082 2.888982
 617.000000 -1.204344 -0.147288 2.922416
 618.000000 -1.138037 -0.231675 -3.078649
 619.000000 -0.976713 -0.356949 2.787320
 620.000000 -1.175625 -0.254916 2.905267
 621.000000 -1.409128 -0.172415 2.974355
 622.000000 -1.254023 -0.117249 2.953080
 623.000000 -0.973103 -0.269441 3.060668
 624.000000 -1.384407 -0.070769 2.896491
 625.000000 -0.933548 -0.346433 2.965157
 626.000000 -1.315097 -0.054554 -3.134208
 627.000000 -1.323800 0.008686 2.966701
 628.000000 -1.198620 -0.048442 2.881646
 629.000000 -1.063034 -0.411692 2.852032
 630.000000 -1.046013 -0.445252 2.740240
 631.000000 -1.549773 -0.009190 -3.054159
 632.000000 -1.617789 -0.073915 3.110936
 633.000000 -0.854367 -0.383872 2.744372
 634.000000 -1.305415 -0.011386 2.902957
 635.000000 -1.102880 -0.339795 2.999044
 636.000000 -1.759915 -0.100921 -3.084228
 637.000000 -0.979020 -0.397960 2.690312
 638.000000 -1.591844 0.008261 3.112625
 639.000000 -1.212592 -0.236472 3.125536
 640.000000 -1.258135 -0.231409 -3.106615
 641.000000 -1.164733 -0.283785 3.061057
 642.000000 -1.205192 -0.136858 2.795950
 643.000000 -1.881920 0.167551 -2.782848
 644.000000 -1.294611 0.001944 2.733086
 645.000000 -1.885776 0.339447 -2.872001
 646.000000 -1.172929 -0.069747 2.843796
 647.000000 -1.282459 -0.122986 -2.991883
 648.000000 -1.468649 0.086744 -3.118125
 649.000000 -1.051718 -0.249933 3.094002
 650.000000 -1.595337 -0.046596 -2.817476
 651.000000 -1.720928 0.344951 -3.047837
 652.000000 -1.432060 0.037532 3.065852
 653.000000 -2.279236 0.423805 -3.022246
 654.000000 -1.382192 -0.311662 2.883196
 655.000000 -0.953559 -0.510315 3.030420
 656.000000 -1.364859 -0.170118 3.054575
 657.000000 -1.313968 -0.256360 3.052413
 658.000000 -0.994159 -0.302000 2.901698
 659.000000 -0.947256 -0.515783 3.020240
 660.000000 -1.277001 -0.167933 2.871938
 661.000000 -0.921935 -0.306074 2.862186
 662.000000 -1.135626 -0.324832 2.702130
 663.000000 -0.918678 -0.344348 2.725589
 664.000000 -1.015815 -0.202213 2.844221
 665.000000 -1.086379 -0.173007 2.747082
 666.000000 -1.236501 0.006815 2.777304
 667.000000 -1.362602 -0.090483 2.959032
 668.000000 -1.095336 -0.300276 3.022107
 669.000000 -1.620416 -0.006065 3.049440
 670.000000 -1.214745 -0.379604 2.868938
 671.000000 -1.255710 -0.148270 2.932844
 672.000000 -1.457636 -0.092367 -2.905967
 673.000000 -1.957065 0.257242 2.971915
 674.000000 -1.708152 0.148228 -3.129249
 675.000000 -1.007206 -0.324243 2.917703
 676.000000 -1.462587 0.173623 -3.021133
 677.000000 -0.918978 -0.355560 2.951260
 678.000000 -1.411988 -0.146405 2.974624
 679.000000 -0.962061 -0.106249 2.681441
 680.000000 -1.903689 0.115012 -3.135745
 681.000000 -1.554589 -0.072762 -2.829888
 682.000000 -1.360986 -0.189030 2.953617
 683.000000 -1.395737 -0.329798 -3.042506
 684.000000 -1.201890 -0.237589 3.018297
 685.000000 -1.371813 -0.253522 3.062459
 686.000000 -1.017075 -0.345736 2.803990
 687.000000 -1.301474 -0.273682 2.819650
 688.000000 -1.362582 -0.121407 3.039197
 689.000000 -1.427651 0.205403 2.904164
 690.000000 -1.544760 -0.046537 3.009191
 691.000000 -1.230367 -0.213999 2.890633
 692.000000 -1.195106 -0.282113 3.047116
 693.000000 -1.196550 -0.139852 3.033719
 694.000000 -1.532890 -0.147009 2.704136
 695.000000 -0.798860 -0.700506 -3.108410
 696.000000 -1.230817 -0.106785 2.841547
 697.000000 -0.917530 -0.390357 2.797814
 698.000000 -1.461405 -0.409398 3.102266
 699.000000 -1.059865 -0.379406 2.920360
 700.000000 -1.124499 -0.335915 3.075388
 701.000000 -1.882121 0.017250 -3.056918
 702.000000 -1.258622 -0.110532 3.140958
 703.000000 -1.154551 -0.236079 -3.117924
 704.000000 -1.019875 -0.469104 3.031525
 705.000000 -1.163482 -0.331550 2.894060
 706.000000 -1.572996 0.167984 3.123628
 707.000000 -0.782340 -0.543193 2.791579
 708.000000 -1.217063 0.085744 2.907547
 709.000000 -0.993705 -0.140584 2.881252
 710.000000 -1.151750 -0.441409 3.088707
 711.000000 -1.128948 -0.574069 3.055568
 712.000000 -1.082790 -0.289298 2.991239
 713.000000 -1.321023 -0.150635 3.102636
 714.000000 -1.128416 -0.389307 2.884347
 715.000000 -1.407044 -0.089053 2.831432
 716.000000 -1.118896 -0.444914 3.078129
 717.000000 -1.147857 -0.422724 3.026386
 718.000000 -1.077136 -0.346380 -3.098346
 719.000000 -1.960491 0.102659 -3.018709
 720.000000 -1.517656 -0.389680 2.935434
 721.000000 -1.642137 0.152187 -2.872326
 722.000000 -0.966300 -0.585296 3.141195
 723.000000 -1.175298 -0.141949 2.822945
 724.000000 -1.010053 -0.246518 2.960050
 725.000000 -1.222634 -0.420720 2.738458
 726.000000 -1.799978 0.109447 -3.019430
 727.000000 -0.850954 -0.524115 3.091955
 728.000000 -1.555249 -0.099051 -2.976665
 729.000000 -1.021846 -0.337095 3.052987
 730.000000 -1.336776 0.020984 3.039707
 731.000000 -2.226656 0.392881 -2.741672
 732.000000 -1.336529 -0.293247 2.949999
 733.000000 -1.326662 -0.124239 -2.959467
 734.000000 -1.177692 -0.231935 2.650867
 735.000000 -0.935465 -0.413570 2.995470
 736.000000 -0.912558 -0.691247 2.918791
 737.000000 -1.100298 -0.399281 2.928864
 738.000000 -1.184154 -0.168612 2.695154
 739.000000 -0.980890 -0.410028 3.038306
 740.000000 -1.221217 -0.368778 3.026487
 741.000000 -1.243322 -0.169895 2.871702
 742.000000 -1.174292 -0.080647 2.889345
 743.000000 -1.009208 -0.144359 3.089862
 744.000000 -1.169575 -0.204723 3.002888
 745.000000 -1.221641 -0.096235 2.755024
 746.000000 -1.743869 0.430179 3.000780
 747.000000 -1.418115 -0.130634 2.791072
 748.000000 -0.939409 -0.337871 2.522511
 749.000000 -1.344605 -0.241848 3.074368
 750.000000 -1.251336 -0.291727 2.958800
 751.000000 -1.008657 -0.239459 2.648258
 752.000000 -1.315058 -0.396290 3.062751
 753.000000 -1.161317 -0.087846 2.654166
 754.000000 -1.041478 -0.388881 2.646700
 755.000000 -1.146660 -0.416091 2.749912
 756.000000 -1.326990 0.046921 2.957776
 757.000000 -1.206099 -0.105369 3.032984
 758.000000 -0.963979 -0.339330 3.007444
 759.000000 -1.116400 -0.193218 2.953272
 760.000000 -1.191484 -0.205700 2.912264
 761.000000 -1.029964 -0.470358 2.903504
 762.000000 -1.135015 -0.195508 2.899118
 763.000000 -1.256853 -0.109140 2.866028
 764.000000 -1.380609 -0.225516 3.003682
 765.000000 -1.078321 -0.355632 2.860782
 766.000000 -1.385435 0.013207 2.910258
 767.000000 -1.358649 -0.186005 2.992214
 768.000000 -1.738166 0.098144 2.954816
 769.000000 -1.185407 -0.254915 2.976848
 770.000000 -1.268245 -0.064989 2.974216
 771.000000 -1.347137 -0.235368 3.087092
 772.000000 -1.029603 -0.285712 2.899367
 773.000000 -1.347783 -0.255579 -3.075942
 774.000000 -1.002392 -0.506933 2.943054
 775.000000 -1.746607 0.360613 3.090757
 776.000000 -1.740096 0.281771 -2.883151
 777.000000 -1.275039 -0.118789 2.951373
 778.000000 -1.204456 -0.302724 2.956420
 779.000000 -1.933508 0.394797 -2.868331
 780.000000 -0.945666 -0.409106 2.703795
 781.000000 -1.448343 -0.144643 2.915778
 782.000000 -1.524213 -0.098050 2.948410
 783.000000 -0.940901 -0.395565 3.125957
 784.000000 -1.069916 -0.227013 2.998713
 785.000000 -1.166949 -0.251690 2.939064
 786.000000 -1.596275 -0.088538 3.093839
 787.000000 -1.534721 0.011190 -3.129183
 788.000000 -1.468855 0.054731 -3.128910
 789.000000 -1.156147 -0.364783 2.832789
 790.000000 -1.707241 0.366669 3.072298
 791.000000 -1.371094 -0.382572 -2.967900
 792.000000 -0.844275 -0.816975 3.027166
 793.000000 -0.960022 -0.574737 3.051719
 794.000000 -1.182616 -0.435172 3.059337
 795.000000 -1.331730 0.054371 2.898906
 796.000000 -0.714233 -0.512291 2.855243
 797.000000 -1.302226 -0.252031 2.824292
 798.000000 -1.243263 -0.024431 -3.057221
 799.000000 -1.328563 0.072125 2.643523
 800.000000 -1.304792 -0.192445 -3.102115
 801.000000 -1.110326 -0.068764 2.924442
 802.000000 -1.040934 -0.440939 2.890964
 803.000000 -1.152069 -0.253178 3.021980
 804.000000 -1.283429 -0.155855 2.851829
 805.000000 -1.604201 -0.025932 3.035019
 806.000000 -0.838669 -0.588387 2.967434
 807.000000 -1.367580 -0.205909 3.044401
 808.000000 -0.727911 -0.845672 -3.118025
 809.000000 -1.188158 -0.307858 3.131073
 810.000000 -1.655939 0.006179 -2.905686
 811.000000 -1.204723 -0.418678 3.128770
 812.000000 -0.903798 -0.435287 3.009640
 813.000000 -1.081781 -0.414546 -3.081123
 814.000000 -0.674860 -0.494678 -3.009262
 815.000000 -1.579279 -0.029256 2.944766
 816.000000 -1.193749 0.009143 3.120781
 817.000000 -1.474687 0.097716 -3.110782
 818.000000 -1.138856 -0.028966 2.748901
 819.000000 -0.927006 -0.324061 2.867762
 820.000000 -0.979602 -0.315580 2.919774
 821.000000 -1.101051 -0.171074 2.933627
 822.000000 -1.002115 -0.280991 2.603952
 823.000000 -1.473181 -0.144426 2.988279
 824.000000 -1.055610 -0.254329 2.659180
 825.000000 -0.904301 -0.499751 2.952560
 826.000000 -1.121082 -0.258049 3.055542
 827.000000 -1.697636 -0.013625 -2.629654
 828.000000 -1.198388 -0.082712 2.922166
 829.000000 -1.499440 -0.151508 3.048793
 830.000000 -1.148414 -0.284997 2.868023
 831.000000 -0.877945 -0.489261 3.091260
 832.000000 -1.408754 0.066143 2.915330
 833.000000 -1.510503 0.021078 -3.036509
 834.000000 -1.684577 -0.022161 -3.026223
 835.000000 -1.282614 -0.193569 -3.080166
 836.000000 -1.034513 -0.240950 2.772344
 837.000000 -2.048277 0.565571 3.042137
 838.000000 -1.193516 -0.363721 2.906826
 839.000000 -1.044028 -0.251718 2.957037
 840.000000 -0.963003 -0.631956 -3.029171
 841.000000 -1.000141 -0.371539 -2.887371
 842.000000 -1.888236 0.259928 -2.703852
 843.000000 -0.928442 -0.247137 2.694775
 844.000000 -1.082704 -0.316439 2.908327
 845.000000 -1.388463 -0.119910 2.896884
 846.000000 -1.598249 0.015264 -2.889777
 847.000000 -1.119945 -0.308435 2.787098
 848.000000 -1.254775 -0.112674 3.010604
 849.000000 -0.953595 -0.611866 3.116296
 850.000000 -0.851204 -0.477277 3.054853
 851.000000 -0.992941 -0.723171 2.976254
 852.000000 -1.040913 -0.337269 2.893068
 853.000000 -0.980673 -0.445094 2.883348
 854.000000 -1.348405 -0.225630 2.882978
 855.000000 -0.779346 -0.439761 3.014822
 856.000000 -1.399642 -0.226289 3.076321
 857.000000 -0.763850 -0.512046 2.918478
 858.000000 -1.247207 -0.269184 3.090075
 859.000000 -0.904555 -0.435090 3.040231
 860.000000 -1.193747 -0.234982 2.854734
 861.000000 -1.498627 0.198367 3.022007
 862.000000 -0.841283 -0.514642 2.841626
 863.000000 -1.764670 0.125523 -2.580099
 864.000000 -1.648720 0.426435 -2.862058
 865.000000 -1.119197 -0.244288 3.032561
 866.000000 -2.075082 0.271924 -2.800910
 867.000000 -1.195749 -0.320698 2.868753
 868.000000 -0.973328 -0.267176 2.872677
 869.000000 -1.154953 -0.388894 3.016428
 870.000000 -0.943551 -0.455268 2.733034
 871.000000 -1.343948 -0.266781 3.000366
 872.000000 -1.459244 0.140107 3.046067
 873.000000 -0.776406 -0.649246 2.782748
 874.000000 -0.873627 -0.418205 2.968886
 875.000000 -1.477516 -0.057588 2.697863
 876.000000 -1.467107 -0.012086 -3.038544
 877.000000 -1.037103 -0.240373 2.943831
 878.000000 -1.320549 -0.096869 -3.099278
 879.000000 -1.451516 0.059318 3.069218
 880.000000 -1.508951 0.057600 3.043572
 881.000000 -1.911396 0.429120 2.988615
 882.000000 -1.057342 -0.317496 2.753567
 883.000000 -1.990739 0.338502 -2.876018
 884.000000 -0.734012 -0.549085 3.138452
 885.000000 -1.416402 0.010026 3.080372
 886.000000 -1.234849 -0.051091 3.041135
 887.000000 -0.864653 -0.533924 2.807113
 888.000000 -1.309342 -0.192598 2.930315
 889.000000 -1.191415 -0.289785 2.735425
 890.000000 -1.395612 -0.194023 3.002709
 891.000000 -1.002182 -0.326992 2.953427
 892.000000 -1.143987 -0.528289 3.054807
 893.000000 -0.862410 -0.615445 2.960999
 894.000000 -1.145212 -0.054467 2.660141
 895.000000 -1.167336 -0.454192 2.808484
 896.000000 -1.331830 0.169225 2.813643
 897.000000 -0.839346 -0.448962 2.579708
 898.000000 -1.010195 -0.373359 3.019885
 899.000000 -1.193941 -0.170014 3.092885
 900.000000 -1.244523 -0.278166 2.996218
 901.000000 -1.241911 -0.285443 -3.048883
 902.000000 -1.582830 -0.169817 -2.994844
 903.000000 -1.235019 -0.170944 2.900919
 904.000000 -0.892644 -0.523998 2.791893
 905.000000 -0.978615 -0.499726 2.980832
 906.000000 -1.218059 -0.421640 2.982466
 907.000000 -1.056838 -0.289589 2.881779
 908.000000 -1.275437 -0.116677 2.933906
 909.000000 -1.497529 0.111855 -3.108210
 910.000000 -1.357150 -0.249185 2.693343
 911.000000 -1.125359 -0.359426 2.925935
 912.000000 -1.264286 -0.093535 2.922887
 913.000000 -1.226092 -0.351496 -3.089700
 914.000000 -1.378887 -0.027703 2.850714
 915.000000 -0.824913 -0.552989 2.987856
 916.000000 -1.001254 -0.323507 3.075607
 917.000000 -1.443236 -0.177445 3.069230
 918.000000 -1.201791 -0.201428 2.795747
 919.000000 -1.190258 -0.353749 2.844400
 920.000000 -1.334204 0.033218 2.923828
 921.000000 -0.839090 -0.360243 2.641774
 922.000000 -1.228403 -0.076608 2.927429
 923.000000 -0.936347 -0.496738 3.077319
 924.000000 -1.553063 -0.065687 2.897623
 925.000000 -2.129481 0.522772 -3.132456
 926.000000 -1.224641 -0.537327 2.923173
 927.000000 -1.148551 -0.420819 2.922517
 928.000000 -1.272998 -0.175341 2.992497
 929.000000 -1.450139 -0.066482 -3.085073
 930.000000 -1.490544 -0.139882 -3.001611
 931.000000 -0.850227 -0.509039 3.001596
 932.000000 -1.274601 0.052364 2.709601
 933.000000 -0.708701 -0.677779 2.981967
 934.000000 -0.867646 -0.675536 -3.038042
 935.000000 -1.367855 -0.015304 3.056486
 936.000000 -1.359082 -0.074613 2.672411
 937.000000 -0.817272 -0.559233 2.927400
 938.000000 -0.836876 -0.454429 3.051677
 939.000000 -0.978755 -0.639818 3.007812
 940.000000 -1.138114 -0.494487 2.959459
 941.000000 -1.132431 -0.430837 2.974573
 942.000000 -1.435000 -0.099458 2.874142
 943.000000 -1.475524 -0.083260 -3.031941
 944.000000 -1.015843 -0.588735 2.867243
 945.000000 -0.934777 -0.527341 2.739669
 946.000000 -0.971992 -0.389034 2.704660
 947.000000 -0.700057 -0.352621 2.826301
 948.000000 -1.047606 -0.376117 3.048786
 949.000000 -1.115129 -0.453853 2.752017
 950.000000 -1.076382 -0.434805 3.041999
 951.000000 -2.185639 0.354417 -2.866222
 952.000000 -1.126023 -0.205621 3.040203
 953.000000 -1.220706 -0.259677 2.748603
 954.000000 -1.351887 -0.072564 2.974535
 955.000000 -1.773809 0.044180 3.072095
 956.000000 -1.366137 -0.077490 3.023746
 957.000000 -0.875406 -0.445404 2.919046
 958.000000 -1.218730 -0.257235 -3.132423
 959.000000 -1.467707 -0.389651 2.780190
 960.000000 -0.818954 -0.357229 2.837916
 961.000000 -1.275253 -0.038897 2.663761
 962.000000 -1.189828 -0.181319 2.650863
 963.000000 -1.399135 -0.381920 2.993824
 964.000000 -1.063798 -0.360641 2.840550
 965.000000 -1.299230 -0.261091 3.110412
 966.000000 -1.501861 0.173868 2.988402
 967.000000 -1.688978 0.145691 3.024004
 968.000000 -1.178944 -0.405783 3.080448
 969.000000 -1.085853 -0.368112 2.873597
 970.000000 -0.901675 -0.621305 3.064068
 971.000000 -1.275371 -0.157732 3.016912
 972.000000 -1.760514 0.205342 2.975764
 973.000000 -1.768251 0.052453 -2.950534
 974.000000 -1.394264 -0.224673 3.027761
 975.000000 -1.276947 -0.126349 2.755692
 976.000000 -1.357049 -0.017721 -3.066578
 977.000000 -1.418044 0.076988 3.103608
 978.000000 -1.235427 -0.280770 -3.042222
 979.000000 -1.339939 -0.436192 2.989149
 980.000000 -1.288804 -0.518349 2.842802
 981.000000 -1.488910 -0.047106 2.991256
 982.000000 -1.001352 -0.459032 3.021210
 983.000000 -1.404847 -0.030963 2.902763
 984.000000 -1.194275 -0.273157 2.890607
 985.000000 -0.870684 -0.454051 3.010811
 986.000000 -1.310928 -0.231673 2.688010
 987.000000 -1.284803 -0.305547 3.062910
 988.000000 -0.795895 -0.475677 2.813438
 989.000000 -1.186104 -0.300111 2.829694
 990.000000 -1.285661 -0.142574 2.880120
 991.000000 -1.384123 -0.182220 3.050797
 992.000000 -1.416468 -0.185200 2.714353
 993.000000 -1.150557 -0.323635 2.938051
 994.000000 -1.858175 0.253360 -2.942609
 995.000000 -1.305540 -0.048896 3.106203
 996.000000 -1.306117 0.015082 2.795583
 997.000000 -1.419404 -0.120574 3.010498
 998.000000 -1.161860 -0.147780 2.707227
 999.000000 -1.106736 -0.217444 2.942081
 1000.000000 -1.266161 -0.191510 2.891585
 1001.000000 -1.062376 -0.160995 2.896608
 1002.000000 -1.052952 -0.298902 -3.139316
 1003.000000 -1.395831 -0.177554 3.026913
 1004.000000 -2.031532 0.411067 -2.907168
 1005.000000 -1.691553 -0.006656 -3.021919
 1006.000000 -1.067852 -0.197832 2.946864
 1007.000000 -1.269171 -0.370312 -2.901203
 1008.000000 -1.082625 -0.293861 2.773856
 1009.000000 -1.341046 -0.165375 -3.050349
 1010.000000 -1.182288 -0.193064 2.676359
 1011.000000 -1.382862 -0.069186 3.026791
 1012.000000 -1.266497 -0.018168 3.070168
 1013.000000 -1.153355 -0.030934 2.628508
 1014.000000 -0.993714 -0.207367 2.768863
 1015.000000 -0.731007 -0.589621 2.892318
 1016.000000 -1.857331 0.442698 -2.950163
 1017.000000 -1.218487 -0.271063 3.050849
 1018.000000 -1.370077 -0.130804 -3.045510
 1019.000000 -1.282408 -0.241697 3.063491
 1020.000000 -1.379640 -0.034113 -3.128169
 1021.000000 -1.198191 -0.376074 2.715028
 1022.000000 -1.129255 -0.199597 2.956113
 1023.000000 -1.382154 -0.193892 2.929046
 1024.000000 -0.925768 -0.371091 2.791136
 1025.000000 -1.123199 -0.313499 2.921538
 1026.000000 -1.004804 -0.470766 2.900121
 1027.000000 -1.457773 -0.167913 3.115932
 1028.000000 -0.939802 -0.491273 3.037425
 1029.000000 -1.244304 -0.075376 2.715830
 1030.000000 -1.268670 -0.427470 3.068249
 1031.000000 -1.269404 -0.190478 2.831126
 1032.000000 -1.445425 -0.035415 2.989698
 1033.000000 -0.938961 -0.431473 2.874349
 1034.000000 -1.160592 -0.237261 -3.104986
 1035.000000 -1.179434 -0.163027 2.969664
 1036.000000 -1.056888 -0.284767 2.752180
 1037.000000 -1.381631 -0.283987 3.099241
 1038.000000 -1.168783 -0.150240 2.877823
 1039.000000 -1.409143 -0.102650 3.123219
 1040.000000 -1.755001 0.027264 2.993875
 1041.000000 -1.178919 -0.260387 3.011262
 1042.000000 -0.865441 -0.442762 2.985809
 1043.000000 -1.109948 -0.277186 2.903582
 1044.000000 -1.481482 -0.073984 2.988129
 1045.000000 -0.817948 -0.394198 2.935795
 1046.000000 -1.200566 -0.400040 2.922577
 1047.000000 -1.558394 -0.184228 3.121957
 1048.000000 -1.420774 -0.169391 3.006878
 1049.000000 -1.185701 -0.177725 2.808809
 1050.000000 -1.939676 0.133972 -3.118479
 1051.000000 -1.210388 -0.060300 3.042913
 1052.000000 -1.336664 -0.106416 2.785177
 1053.000000 -1.087378 -0.361435 2.867792
 1054.000000 -1.696993 0.179452 2.982124
 1055.000000 -1.051718 -0.194788 2.849816
 1056.000000 -1.084849 -0.253592 3.002770
 1057.000000 -1.190598 -0.100303 3.092858
 1058.000000 -1.545169 0.169006 2.748002
 1059.000000 -0.846467 -0.287471 2.807291
 1060.000000 -1.755263 0.379521 2.954515
 1061.000000 -2.091955 0.130438 -2.944666
 1062.000000 -1.879210 0.014334 -2.810528
 1063.000000 -1.185046 -0.353556 2.997207
 1064.000000 -1.438635 -0.195649 2.998689
 1065.000000 -1.096127 -0.391665 2.702674
 1066.000000 -1.149472 -0.186280 2.989182
 1067.000000 -0.995201 -0.334663 2.859653
 1068.000000 -0.930573 -0.249702 2.814670
 1069.000000 -1.015499 -0.385454 2.829722
 1070.000000 -1.393173 -0.235096 2.980190
 1071.000000 -1.382206 -0.270761 2.927143
 1072.000000 -1.165761 -0.374129 2.933081
 1073.000000 -1.198793 -0.266617 -3.121419
 1074.000000 -1.128849 -0.239530 2.902758
 1075.000000 -1.416174 -0.180779 2.751139
 1076.000000 -0.971388 -0.555243 2.899970
 1077.000000 -1.219491 -0.568223 2.901718
 1078.000000 -1.295118 -0.182132 3.066931
 1079.000000 -1.469105 -0.275808 2.942804
 1080.000000 -1.381617 -0.186550 -3.110239
 1081.000000 -0.942688 -0.273712 2.840984
 1082.000000 -0.926054 -0.716674 3.052687
 1083.000000 -0.801523 -0.492690 2.697200
 1084.000000 -1.250908 -0.390429 2.861509
 1085.000000 -1.198748 -0.216026 2.986811
 1086.000000 -1.342583 -0.308066 2.678796
 1087.000000 -1.798130 0.037076 2.881073
 1088.000000 -1.189556 -0.134203 2.850627
 1089.000000 -0.700482 -0.566939 2.983045
 1090.000000 -0.945323 -0.467368 3.008777
 1091.000000 -0.896829 -0.330191 2.644310
 1092.000000 -1.275111 -0.059499 2.987284
 1093.000000 -1.603960 0.070627 -3.078245
 1094.000000 -1.060978 -0.287647 2.727612
 1095.000000 -1.164565 -0.182241 -3.096009
 1096.000000 -0.870756 -0.598383 2.918515
 1097.000000 -1.402180 -0.044792 3.035527
