#! FIELDS time phi omega psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET min_omega -pi
#! SET max_omega pi
#! SET min_psi -pi
#! SET max_psi pi
 15393.000000 -1.374904 -0.284663 2.989820
 15394.000000 -1.668749 0.022316 3.099411
 15395.000000 -1.777270 0.155659 -3.030923
 15396.000000 -1.032524 -0.561418 3.041015
 15397.000000 -1.266468 -0.503507 2.932607
 15398.000000 -1.441371 -0.055361 -3.056255
 15399.000000 -1.045805 -0.381074 2.999403
 15400.000000 -1.478300 0.159464 2.939191
 15401.000000 -1.218960 -0.403641 2.829809
 15402.000000 -1.021796 -0.368386 2.753952
 15403.000000 -1.549573 -0.010989 -3.081167
 15404.000000 -1.800989 0.090699 -2.871487
 15405.000000 -1.833795 0.385174 -3.101803
 15406.000000 -0.829952 -0.574409 2.983279
 15407.000000 -1.171594 -0.156803 3.019261
 15408.000000 -0.993398 -0.218552 3.128486
 15409.000000 -1.095433 -0.273465 3.028488
 15410.000000 -1.175649 -0.472811 2.945280
 15411.000000 -1.486212 0.044245 3.016517
 15412.000000 -0.968518 -0.466679 2.616230
 15413.000000 -0.880912 -0.555981 2.893008
 15414.000000 -1.188329 -0.362040 3.038259
 15415.000000 -1.313982 -0.274891 2.847810
 15416.000000 -1.313417 -0.202179 2.759989
 15417.000000 -1.291681 -0.173254 2.761986
 15418.000000 -1.209458 -0.623898 3.036442
 15419.000000 -0.756739 -0.565222 2.778529
 15420.000000 -0.981991 -0.626546 2.985333
 15421.000000 -1.810936 0.070072 -3.004364
 15422.000000 -0.725700 -0.864567 2.752422
 15423.000000 -0.873751 -0.247773 2.892965
 15424.000000 -1.324113 -0.232782 2.994452
 15425.000000 -1.023322 -0.362831 -3.123619
 15426.000000 -1.476198 -0.178115 -3.020832
 15427.000000 -1.388823 -0.018807 3.125840
 15428.000000 -1.205358 -0.195566 2.872150
 15429.000000 -1.380537 -0.051185 2.873724
 15430.000000 -1.418710 -0.035649 -3.013565
 15431.000000 -1.445399 -0.265811 3.072765
 15432.000000 -2.138973 0.248679 3.090595
 15433.000000 -0.950652 -0.460003 3.002503
 15434.000000 -1.027757 -0.329675 3.045174
 15435.000000 -0.778681 -0.548411 -3.123137
 15436.000000 -1.003090 -0.383701 2.975406
 15437.000000 -1.364135 -0.351025 -3.076749
 15438.000000 -1.454203 -0.064640 -3.135823
 15439.000000 -2.003223 0.605992 -2.764293
 15440.000000 -1.083550 -0.157359 2.934601
 15441.000000 -1.420078 0.067639 -3.101458
 15442.000000 -1.970174 0.175091 -3.016173
 15443.000000 -1.174406 -0.469184 3.042685
 15444.000000 -2.063526 0.531603 3.119717
 15445.000000 -1.849773 -0.078146 -2.858081
 15446.000000 -1.084296 -0.310124 2.955600
 15447.000000 -1.471044 -0.193713 3.059332
 15448.000000 -0.957481 -0.494770 2.915118
 15449.000000 -0.946759 -0.439580 2.992847
 15450.000000 -1.084897 -0.186631 2.922432
 15451.000000 -1.033388 -0.326414 2.636355
 15452.000000 -1.880561 0.097643 -2.908389
 15453.000000 -1.013463 -0.422209 2.617191
 15454.000000 -1.175017 -0.273429 2.781008
 15455.000000 -1.002594 -0.207045 2.971787
 15456.000000 -1.363146 -0.115911 3.078375
 15457.000000 -1.177951 -0.121189 2.773486
 15458.000000 -1.084323 -0.153547 2.979657
 15459.000000 -1.432980 0.018973 -3.114283
 15460.000000 -1.382476 -0.262604 -2.778829
 15461.000000 -1.217040 -0.450808 2.759794
 15462.000000 -1.219425 -0.212331 3.016697
 15463.000000 -1.343220 -0.023046 2.738050
 15464.000000 -1.527045 -0.264575 3.135034
 15465.000000 -0.972258 -0.370615 2.739519
 15466.000000 -1.461199 0.064399 2.813841
 15467.000000 -1.431429 -0.121076 -3.136903
 15468.000000 -1.978614 0.238824 2.959589
 15469.000000 -2.025535 0.272923 -2.783538
 15470.000000 -1.065293 -0.177167 2.896057
 15471.000000 -1.199732 -0.147641 3.128777
 15472.000000 -1.133622 -0.368883 3.032452
 15473.000000 -1.879402 0.152832 -2.925604
 15474.000000 -1.951118 0.449929 -3.034401
 15475.000000 -1.037688 -0.256876 2.637798
 15476.000000 -2.041618 0.201995 -2.971277
 15477.000000 -1.498808 -0.081740 2.972087
 15478.000000 -0.861539 -0.439816 2.899109
 15479.000000 -0.974340 -0.399477 2.843538
 15480.000000 -1.084707 -0.279792 2.717245
 15481.000000 -1.103259 -0.397179 2.865967
 15482.000000 -1.394287 0.028675 2.967694
 15483.000000 -1.636863 0.038655 3.009472
 15484.000000 -1.205278 -0.313971 2.908968
 15485.000000 -1.088936 -0.392578 3.069922
 15486.000000 -1.468876 0.037886 2.937267
 15487.000000 -1.152646 -0.048615 2.839719
 15488.000000 -1.706679 -0.169463 -2.838252
 15489.000000 -1.227350 -0.048205 3.070750
 15490.000000 -1.056790 -0.354118 2.970000
 15491.000000 -1.260939 -0.251638 2.902656
 15492.000000 -1.867706 0.288621 -3.009510
 15493.000000 -1.832072 0.168131 3.036825
 15494.000000 -0.690526 -0.519085 2.857224
 15495.000000 -1.312434 -0.035110 3.077489
 15496.000000 -1.263858 0.008844 3.104052
 15497.000000 -1.371035 -0.280619 -3.064383
 15498.000000 -0.915690 -0.386658 3.009214
 15499.000000 -1.191741 -0.194560 3.076671
 15500.000000 -1.447896 0.111435 2.809425
 15501.000000 -1.678289 -0.122038 -3.011487
 15502.000000 -0.711033 -0.741834 2.850011
 15503.000000 -1.222519 -0.198447 2.984760
 15504.000000 -1.668482 0.123412 -2.926502
 15505.000000 -0.965973 -0.393735 3.075989
 15506.000000 -1.019046 -0.220842 3.092294
 15507.000000 -1.339563 -0.092871 2.759146
 15508.000000 -1.302402 -0.046782 2.995859
 15509.000000 -1.155744 -0.291125 2.991070
 15510.000000 -2.240606 0.335983 -2.805911
 15511.000000 -1.454496 -0.321364 3.088019
 15512.000000 -1.031463 -0.475487 3.112792
 15513.000000 -1.081239 -0.330445 2.772246
 15514.000000 -1.080137 -0.442066 2.967666
 15515.000000 -1.298585 -0.061666 2.900956
 15516.000000 -1.025642 -0.353556 2.982035
 15517.000000 -1.323633 -0.107931 2.994627
 15518.000000 -1.515219 -0.055683 3.078164
 15519.000000 -1.164662 -0.142344 3.085091
 15520.000000 -1.094977 -0.097223 2.740909
 15521.000000 -1.058900 -0.344400 2.820927
 15522.000000 -1.329126 -0.085301 3.129997
 15523.000000 -1.265179 -0.013228 2.857020
 15524.000000 -1.152275 -0.314591 2.854679
 15525.000000 -0.908917 -0.550276 2.949815
 15526.000000 -1.153496 -0.303481 -3.127140
 15527.000000 -1.162724 -0.234574 2.845901
 15528.000000 -1.027212 -0.314288 2.860716
 15529.000000 -1.315294 -0.242356 3.015972
 15530.000000 -1.385908 -0.297596 2.784810
 15531.000000 -1.215549 -0.301724 -3.066525
 15532.000000 -1.137397 -0.143011 3.016046
 15533.000000 -1.169626 -0.406838 3.026175
 15534.000000 -1.088015 -0.305272 2.900344
 15535.000000 -1.191605 -0.194331 2.983359
 15536.000000 -0.874180 -0.438331 2.690126
 15537.000000 -0.921042 -0.553140 2.887212
 15538.000000 -1.078733 -0.249487 3.054403
 15539.000000 -1.021563 -0.358454 2.778284
 15540.000000 -1.355724 -0.300872 3.118873
 15541.000000 -0.965458 -0.437897 -3.035561
 15542.000000 -0.734414 -0.565553 2.990276
 15543.000000 -1.426320 -0.144681 2.931303
 15544.000000 -1.477694 -0.222097 2.850103
 15545.000000 -1.137247 -0.347562 -3.138491
 15546.000000 -1.043391 -0.266649 3.083172
 15547.000000 -1.122005 -0.303897 2.882428
 15548.000000 -1.077201 -0.405962 2.637144
 15549.000000 -1.095025 -0.599099 3.063171
 15550.000000 -1.017936 -0.367753 3.010294
 15551.000000 -1.182846 -0.142514 2.879910
 15552.000000 -1.171854 -0.327686 2.956973
 15553.000000 -1.196844 -0.382226 2.971942
 15554.000000 -1.382578 0.059477 3.119951
 15555.000000 -1.259938 -0.270123 2.542917
 15556.000000 -1.272222 -0.343077 3.024757
 15557.000000 -1.172342 -0.181640 2.883295
 15558.000000 -1.387752 0.026733 3.114938
 15559.000000 -1.652758 0.122041 2.840624
 15560.000000 -1.651007 -0.014230 -3.086876
 15561.000000 -0.917969 -0.412814 2.963497
 15562.000000 -1.109776 -0.301527 3.095544
 15563.000000 -1.419302 -0.414580 3.049705
 15564.000000 -1.273451 -0.161193 2.979252
 15565.000000 -0.961756 -0.283239 2.819308
 15566.000000 -1.277992 -0.075220 2.824372
 15567.000000 -1.262004 -0.407129 3.058040
 15568.000000 -1.041313 -0.405053 2.786191
 15569.000000 -1.224208 0.040763 2.763563
 15570.000000 -1.183102 -0.240284 2.949220
 15571.000000 -1.289622 -0.229686 2.830147
 15572.000000 -0.935039 -0.564594 2.977017
 15573.000000 -1.045453 -0.489956 3.073773
 15574.000000 -1.587707 -0.143849 -2.934124
 15575.000000 -1.442806 -0.121299 2.565869
 15576.000000 -1.491284 -0.239612 -2.853003
 15577.000000 -1.348783 -0.132872 3.078284
 15578.000000 -1.218166 -0.172119 -3.116151
 15579.000000 -1.632566 0.044063 -2.884026
 15580.000000 -1.647001 0.103865 2.997713
 15581.000000 -1.177635 -0.470649 2.925143
 15582.000000 -1.912643 0.324778 -2.952193
 15583.000000 -1.890106 0.218994 -2.870794
 15584.000000 -1.474166 -0.489065 3.109206
 15585.000000 -1.063941 -0.399082 3.029586
 15586.000000 -0.910457 -0.254963 2.777706
 15587.000000 -1.078694 -0.357835 3.070054
 15588.000000 -1.482199 0.175788 3.036210
 15589.000000 -1.210077 -0.566635 3.072583
 15590.000000 -1.005261 -0.435871 3.031257
 15591.000000 -1.071828 -0.487154 2.868839
 15592.000000 -1.105459 -0.556141 3.125296
 15593.000000 -1.384014 -0.021630 -3.021707
 15594.000000 -2.202345 0.607808 -2.998162
 15595.000000 -1.490917 -0.244482 3.086694
 15596.000000 -1.081672 -0.290911 2.906836
 15597.000000 -1.681556 -0.101932 3.115968
 15598.000000 -0.798670 -0.698258 2.745404
 15599.000000 -1.275772 -0.046654 3.007140
 15600.000000 -1.904686 0.075831 -2.893066
 15601.000000 -1.208394 -0.290048 -3.056633
 15602.000000 -1.282929 0.003563 2.891170
 15603.000000 -1.217088 0.033463 2.879932
 15604.000000 -1.339709 -0.218796 -3.117773
 15605.000000 -1.076148 -0.491493 2.790927
 15606.000000 -1.330450 -0.123380 2.985753
 15607.000000 -1.042005 -0.291077 2.876951
 15608.000000 -0.999091 -0.521027 2.966423
 15609.000000 -0.787045 -0.578181 3.097577
 15610.000000 -1.491495 -0.009162 2.848498
 15611.000000 -0.986189 -0.448835 2.991217
 15612.000000 -1.234991 -0.253003 2.978564
 15613.000000 -0.884490 -0.468992 3.039986
 15614.000000 -1.176840 -0.297968 3.051500
 15615.000000 -1.119960 -0.122824 2.859532
 15616.000000 -1.072672 -0.316090 2.860364
 15617.000000 -1.272299 -0.365189 3.127040
 15618.000000 -1.123874 -0.316945 3.003266
 15619.000000 -1.195853 -0.452164 -3.073118
 15620.000000 -1.283280 -0.015162 2.935901
 15621.000000 -1.068288 -0.380043 2.952035
 15622.000000 -1.013887 -0.378849 2.645919
 15623.000000 -1.247119 -0.415890 -3.136642
 15624.000000 -1.372438 -0.094723 3.064577
 15625.000000 -0.622508 -0.710640 3.099070
 15626.000000 -1.281318 -0.037714 2.867723
 15627.000000 -1.305892 -0.220076 2.871107
 15628.000000 -1.263962 -0.116790 2.976151
 15629.000000 -0.981243 -0.290657 2.957855
 15630.000000 -0.979077 -0.467730 2.963179
 15631.000000 -1.280281 0.011002 2.850060
 15632.000000 -0.976517 -0.545638 2.832925
 15633.000000 -1.387228 -0.009036 2.726866
 15634.000000 -1.032392 -0.441373 2.850461
 15635.000000 -1.036442 -0.237618 2.930558
 15636.000000 -1.228934 -0.441561 2.962641
 15637.000000 -1.702960 0.104223 3.004186
 15638.000000 -1.269290 -0.073719 2.916062
 15639.000000 -1.271098 -0.156449 3.033607
 15640.000000 -1.760334 -0.015391 3.061726
 15641.000000 -1.679765 0.187061 -3.039908
 15642.000000 -1.433222 0.191341 3.013929
 15643.000000 -1.370646 -0.152824 2.952284
 15644.000000 -0.938029 -0.413378 -3.026253
 15645.000000 -1.096034 -0.403846 3.096634
 15646.000000 -1.406776 -0.018260 2.869302
 15647.000000 -1.728216 0.104388 3.100440
 15648.000000 -1.261449 -0.106293 2.915317
 15649.000000 -1.324967 -0.053133 2.795991
 15650.000000 -1.221664 -0.375299 3.098497
 15651.000000 -1.262747 -0.175272 2.849752
 15652.000000 -1.340725 -0.102013 3.033822
 15653.000000 -1.613083 0.249119 2.889385
 15654.000000 -1.502087 0.036524 -3.093257
 15655.000000 -1.157833 -0.398001 2.782799
 15656.000000 -1.170971 -0.135740 2.853571
 15657.000000 -1.665606 0.174840 2.853453
 15658.000000 -1.283619 -0.109436 2.732833
 15659.000000 -1.334013 -0.256642 3.105375
 15660.000000 -1.503784 -0.151871 3.009670
 15661.000000 -1.086135 -0.457690 3.007893
 15662.000000 -0.854401 -0.404905 3.113287
 15663.000000 -1.356501 0.037793 2.762602
 15664.000000 -1.498729 0.009242 -2.995013
 15665.000000 -1.060315 -0.298306 3.073746
 15666.000000 -1.293217 -0.172232 3.026194
 15667.000000 -1.001946 -0.362355 2.805628
 15668.000000 -0.964973 -0.417988 2.937577
 15669.000000 -1.541365 -0.221523 2.953534
 15670.000000 -1.046800 -0.305450 -3.073923
 15671.000000 -0.832068 -0.341510 2.814872
 15672.000000 -1.260833 -0.188084 3.014736
 15673.000000 -1.636494 -0.255679 -2.909253
 15674.000000 -1.264370 -0.341119 2.889000
 15675.000000 -1.981933 0.135741 -2.817189
 15676.000000 -1.239121 -0.124984 2.980545
 15677.000000 -0.933580 -0.563113 2.988871
 15678.000000 -1.338096 -0.406411 -3.049631
 15679.000000 -1.625637 0.190216 3.124501
 15680.000000 -1.403849 -0.410674 3.059752
 15681.000000 -1.280272 -0.194861 2.917662
 15682.000000 -1.279974 -0.204704 3.112773
 15683.000000 -1.143691 -0.457289 2.909028
 15684.000000 -1.624339 0.022961 3.114471
 15685.000000 -1.318275 -0.300684 -2.992157
 15686.000000 -1.218471 -0.263348 2.842288
 15687.000000 -1.054670 -0.225213 2.928682
 15688.000000 -1.305929 0.101850 3.010208
 15689.000000 -1.284712 -0.307162 3.046024
 15690.000000 -1.116900 -0.374165 3.000346
 15691.000000 -1.412733 -0.202276 3.007374
 15692.000000 -1.198819 -0.162328 2.790061
 15693.000000 -1.167566 -0.200664 2.829077
 15694.000000 -1.323339 -0.240402 2.965213
 15695.000000 -0.964167 -0.342189 3.082817
 15696.000000 -1.391071 0.003716 3.061823
 15697.000000 -1.321079 -0.046062 2.843733
 15698.000000 -1.698007 0.224576 -2.856450
 15699.000000 -1.033459 -0.587993 3.082604
 15700.000000 -1.166719 -0.250916 3.114110
 15701.000000 -1.080375 -0.479497 3.018814
 15702.000000 -2.089796 0.459884 -2.854899
 15703.000000 -1.353579 -0.064440 2.931605
 15704.000000 -1.394689 -0.082352 -3.114763
 15705.000000 -1.004655 -0.416997 2.960220
 15706.000000 -1.120046 -0.192771 2.888812
 15707.000000 -1.341590 -0.068403 2.843098
 15708.000000 -1.477854 -0.185163 2.880196
 15709.000000 -1.361144 -0.182572 2.684748
 15710.000000 -1.219995 -0.031077 2.902890
 15711.000000 -1.309680 -0.128331 2.878027
 15712.000000 -1.192262 -0.320375 2.868772
 15713.000000 -1.442171 0.050236 3.073140
 15714.000000 -1.566775 0.132446 3.114038
 15715.000000 -1.121817 -0.242411 2.962061
 15716.000000 -1.329344 -0.441702 3.028961
 15717.000000 -1.425019 -0.094237 2.730092
 15718.000000 -1.093103 -0.310482 2.705471
 15719.000000 -1.616981 -0.182945 -2.861792
 15720.000000 -1.456406 0.141976 3.058086
 15721.000000 -1.357061 -0.100248 2.876343
 15722.000000 -1.484439 -0.090696 -3.134110
 15723.000000 -1.214375 -0.185023 3.024803
 15724.000000 -1.178380 -0.438802 3.077789
 15725.000000 -1.476942 -0.007417 2.997607
 15726.000000 -1.029904 -0.423347 2.922782
 15727.000000 -1.213559 0.031856 -3.034740
 15728.000000 -1.138118 -0.086378 3.058183
 15729.000000 -0.989496 -0.550162 2.872482
 15730.000000 -1.500070 0.053680 2.869967
 15731.000000 -1.230981 -0.145664 2.866220
 15732.000000 -0.960141 -0.199695 2.894663
 15733.000000 -1.169819 -0.393076 3.130173
 15734.000000 -1.331339 0.030180 2.627268
 15735.000000 -1.044964 -0.396132 2.856086
 15736.000000 -1.112527 -0.239444 2.749268
 15737.000000 -1.068579 -0.495548 -3.061992
 15738.000000 -1.489569 -0.245893 -3.139125
 15739.000000 -1.024967 -0.236043 2.928801
 15740.000000 -1.210442 -0.389517 -3.108513
 15741.000000 -1.318645 0.054926 2.770254
 15742.000000 -1.554393 0.042220 2.844140
 15743.000000 -1.210918 -0.138796 2.620178
 15744.000000 -1.333756 -0.165448 2.893972
 15745.000000 -1.748148 0.088058 -3.075817
 15746.000000 -1.025278 -0.466732 2.893229
 15747.000000 -1.811184 0.276440 -2.941152
 15748.000000 -1.037830 -0.341335 2.668862
 15749.000000 -1.087954 -0.375024 2.856358
 15750.000000 -1.222825 -0.313877 3.115493
 15751.000000 -1.065440 -0.587360 2.785421
 15752.000000 -1.547031 0.024049 3.115603
 15753.000000 -1.420874 -0.113321 -3.016191
 15754.000000 -1.241287 -0.446532 2.959806
 15755.000000 -1.197319 0.043390 3.015077
 15756.000000 -1.146675 -0.113301 2.776923
 15757.000000 -1.033968 -0.263344 2.850342
 15758.000000 -1.029857 -0.363639 2.993033
 15759.000000 -1.118785 -0.353021 3.110401
 15760.000000 -1.261418 -0.037213 2.941322
 15761.000000 -1.727289 0.320085 -3.034212
 15762.000000 -1.059118 -0.176593 2.771315
 15763.000000 -0.996416 -0.193305 2.853266
 15764.000000 -1.679224 0.119414 -3.079824
 15765.000000 -1.341810 -0.266339 2.955334
 15766.000000 -1.054011 -0.315854 2.829380
 15767.000000 -1.348983 -0.125157 -3.102231
 15768.000000 -0.855101 -0.422077 2.568786
 15769.000000 -0.796962 -0.410015 3.037760
 15770.000000 -1.381144 -0.009878 2.608669
 15771.000000 -1.443840 -0.022875 3.029530
 15772.000000 -1.144234 -0.348320 2.748986
 15773.000000 -0.874980 -0.691326 2.982292
 15774.000000 -1.035082 -0.178454 2.670776
 15775.000000 -1.157913 -0.411918 3.000734
 15776.000000 -1.096399 -0.286044 2.918099
 15777.000000 -1.181906 -0.147612 2.864633
 15778.000000 -1.094289 -0.445838 2.919007
 15779.000000 -1.352965 -0.188269 -3.057102
 15780.000000 -1.387346 -0.051601 2.976655
 15781.000000 -1.210341 -0.032038 2.577037
 15782.000000 -1.810233 0.365354 -3.138203
 15783.000000 -0.766450 -0.500103 2.999360
 15784.000000 -1.741092 0.440655 -3.058650
 15785.000000 -0.991249 -0.324302 3.039537
 15786.000000 -0.820056 -0.351507 2.804646
 15787.000000 -1.104143 -0.365545 2.859321
 15788.000000 -0.871598 -0.485226 2.829012
 15789.000000 -0.961080 -0.484596 2.991854
 15790.000000 -1.835197 0.191734 -3.049942
 15791.000000 -2.165991 0.452338 -2.793076
 15792.000000 -1.183404 -0.219979 2.757200
 15793.000000 -1.219327 -0.180241 2.979508
 15794.000000 -0.861097 -0.387247 2.755845
 15795.000000 -1.631252 0.032638 2.928273
 15796.000000 -1.482875 0.004170 3.103693
 15797.000000 -1.007348 -0.746260 2.998196
 15798.000000 -1.149916 -0.426988 2.944745
 15799.000000 -1.039826 -0.287495 2.810005
 15800.000000 -1.471904 0.205204 2.967357
 15801.000000 -1.537792 0.070558 3.001722
 15802.000000 -1.095728 -0.174381 2.814600
 15803.000000 -1.250555 -0.027078 2.830439
 15804.000000 -1.143479 -0.015577 2.932116
 15805.000000 -1.756628 0.305829 3.083834
 15806.000000 -0.712728 -0.614150 2.904471
 15807.000000 -1.180353 -0.368973 2.993024
 15808.000000 -1.118249 -0.220585 3.089101
 15809.000000 -0.853760 -0.432196 2.997259
 15810.000000 -1.051245 -0.175856 2.997194
 15811.000000 -0.937040 -0.365520 2.910608
 15812.000000 -0.897356 -0.523693 2.963072
 15813.000000 -1.547271 0.057795 3.125167
 15814.000000 -1.438070 -0.175378 3.018559
 15815.000000 -1.089058 -0.255551 2.947995
 15816.000000 -1.449869 -0.218814 -3.088138
 15817.000000 -1.725827 -0.051806 -2.773318
 15818.000000 -0.915195 -0.442938 2.894489
 15819.000000 -1.266537 -0.296320 2.874725
 15820.000000 -1.170216 -0.152051 3.021274
 15821.000000 -1.605566 0.183991 -3.045546
 15822.000000 -0.984394 -0.516533 3.021939
 15823.000000 -1.640758 0.086572 -3.108358
 15824.000000 -1.498415 0.075858 3.099872
 15825.000000 -0.962327 -0.463026 2.918169
 15826.000000 -1.130051 -0.433438 2.973012
 15827.000000 -1.308992 -0.071593 3.028744
 15828.000000 -1.471962 -0.098845 2.834657
 15829.000000 -1.507715 0.047402 -3.048757
 15830.000000 -0.987522 -0.333298 2.785202
 15831.000000 -1.582694 0.098605 3.047435
 15832.000000 -1.211218 -0.309469 2.996894
 15833.000000 -1.310515 -0.113324 2.758609
 15834.000000 -1.356270 -0.409886 -3.115240
 15835.000000 -0.934301 -0.447064 3.043090
 15836.000000 -0.977688 -0.375370 2.891059
 15837.000000 -1.068868 -0.354651 2.868518
 15838.000000 -0.988238 -0.310795 2.939852
 15839.000000 -1.236432 -0.240762 -3.136340
 15840.000000 -1.139201 -0.318255 2.841933
 15841.000000 -1.343200 -0.182299 2.991188
 15842.000000 -1.176473 -0.267044 2.832709
 15843.000000 -1.264515 -0.237991 2.933296
 15844.000000 -1.107692 -0.114648 2.805875
 15845.000000 -1.410330 -0.238930 -3.011506
 15846.000000 -1.290028 -0.232036 2.965760
 15847.000000 -1.575435 0.012854 2.831197
 15848.000000 -1.338310 -0.300347 -3.092022
 15849.000000 -1.511680 0.121441 3.086239
 15850.000000 -0.977235 -0.286884 2.780569
 15851.000000 -1.480320 -0.110551 2.918559
 15852.000000 -1.798008 -0.177264 -2.975978
 15853.000000 -0.988831 -0.451038 3.109388
 15854.000000 -1.338450 0.017866 -3.134768
 15855.000000 -1.370733 0.037905 2.934932
 15856.000000 -1.135592 -0.236604 2.942630
 15857.000000 -0.746034 -0.671380 2.881469
 15858.000000 -0.961336 -0.579403 3.007555
 15859.000000 -1.519540 -0.032056 3.033320
 15860.000000 -1.457274 -0.191195 -3.052448
 15861.000000 -0.883709 -0.527193 2.722658
 15862.000000 -1.957202 0.089781 -2.552166
 15863.000000 -1.160812 -0.100351 2.645849
 15864.000000 -1.356749 -0.178532 2.792602
 15865.000000 -1.183423 -0.319710 2.956755
 15866.000000 -1.111366 -0.458024 3.111478
 15867.000000 -0.668810 -0.667491 3.123300
 15868.000000 -1.118171 -0.331270 3.088840
 15869.000000 -1.367553 -0.071836 -2.981854
 15870.000000 -1.469364 -0.263229 -2.972595
 15871.000000 -1.255239 0.000868 -3.039676
 15872.000000 -1.278700 -0.081531 3.065824
 15873.000000 -1.334200 -0.072197 2.933559
 15874.000000 -1.418699 0.055367 -2.946597
 15875.000000 -1.392318 -0.081189 2.729496
 15876.000000 -1.148360 -0.152690 2.897908
 15877.000000 -1.439663 -0.059003 -3.054183
 15878.000000 -2.239348 0.529569 -2.569744
 15879.000000 -1.588002 0.058076 3.090302
 15880.000000 -1.795975 0.414772 -2.843017
 15881.000000 -1.137390 -0.270060 2.853126
 15882.000000 -0.935090 -0.515141 3.139969
 15883.000000 -1.420246 -0.179871 2.956712
 15884.000000 -1.834830 0.253581 -3.037806
 15885.000000 -1.444843 -0.251491 2.738382
 15886.000000 -1.801689 0.069837 -2.828941
 15887.000000 -1.652307 -0.110789 -3.128625
 15888.000000 -1.409224 -0.026380 2.977966
 15889.000000 -1.264806 -0.207213 2.995403
 15890.000000 -1.668427 0.047510 -3.004678
 15891.000000 -1.072093 -0.432797 2.981638
 15892.000000 -1.773853 0.208486 -3.029745
 15893.000000 -1.149365 -0.204940 2.909320
 15894.000000 -0.783703 -0.430355 2.733042
 15895.000000 -1.074058 -0.300260 -3.137634
 15896.000000 -1.240287 -0.446819 2.844781
 15897.000000 -1.730973 0.265369 -3.096619
 15898.000000 -1.174356 -0.318670 3.071765
 15899.000000 -1.481143 -0.038691 2.864823
 15900.000000 -0.971813 -0.135769 2.940714
 15901.000000 -1.358257 -0.213438 2.954492
 15902.000000 -1.248976 -0.045437 2.610540
 15903.000000 -1.216893 -0.344132 3.083192
 15904.000000 -1.205837 -0.174485 -3.140574
 15905.000000 -1.318841 -0.266640 -3.007537
 15906.000000 -0.822368 -0.469141 3.028840
 15907.000000 -1.775802 0.286489 -3.081797
 15908.000000 -0.998099 -0.437950 3.095551
 15909.000000 -1.091600 -0.443707 2.962558
 15910.000000 -1.014380 -0.156579 2.648718
 15911.000000 -1.471237 0.056547 -3.110437
 15912.000000 -1.199924 -0.381332 2.998294
 15913.000000 -1.020145 -0.455768 3.062827
 15914.000000 -1.564453 -0.009541 -3.029191
 15915.000000 -0.730957 -0.512709 2.647922
 15916.000000 -1.259088 -0.243832 3.098282
 15917.000000 -1.353647 -0.217042 2.941895
 15918.000000 -1.592984 0.128361 -2.918214
 15919.000000 -1.481941 -0.007960 -3.131472
 15920.000000 -1.031789 -0.409708 2.959642
 15921.000000 -0.824998 -0.276616 2.771117
 15922.000000 -0.852612 -0.496494 2.994261
 15923.000000 -1.313278 -0.297895 3.104166
 15924.000000 -0.863322 -0.409139 2.897642
 15925.000000 -1.874745 0.209700 -3.135914
 15926.000000 -1.663881 0.048651 -3.113010
 15927.000000 -1.060744 -0.414438 2.857273
 15928.000000 -1.518123 0.180545 -3.093769
 15929.000000 -1.042136 -0.425066 3.002242
 15930.000000 -1.340882 -0.424681 2.996997
 15931.000000 -0.961750 -0.284967 2.844828
 15932.000000 -1.037990 -0.255756 2.927174
 15933.000000 -1.738797 0.208463 2.967147
 15934.000000 -1.279332 -0.085614 3.040064
 15935.000000 -1.183823 -0.278494 3.066680
 15936.000000 -1.647866 -0.058100 -2.919418
 15937.000000 -1.232665 -0.161630 2.552890
 15938.000000 -1.131036 -0.351422 3.115216
 15939.000000 -1.079740 -0.291433 3.047666
 15940.000000 -1.357444 0.062646 2.932483
 15941.000000 -1.797394 0.085660 3.124733
 15942.000000 -0.803547 -0.486080 3.072169
 15943.000000 -1.278028 -0.266405 2.762922
 15944.000000 -2.141982 0.425648 -2.857812
 15945.000000 -1.290508 -0.340372 3.034305
 15946.000000 -1.381130 -0.160495 -3.077398
 15947.000000 -1.699506 0.061270 -2.836554
 15948.000000 -1.178190 -0.230443 3.007578
 15949.000000 -0.927553 -0.395947 2.798040
 15950.000000 -1.524689 0.212420 -3.120382
 15951.000000 -1.353802 -0.016554 3.006475
 15952.000000 -1.394988 -0.298234 2.981454
 15953.000000 -1.064811 -0.419479 3.118777
 15954.000000 -1.083486 -0.353540 2.961561
 15955.000000 -1.079673 -0.206148 2.902344
 15956.000000 -0.901729 -0.548765 2.954951
 15957.000000 -0.840873 -0.393469 3.047699
 15958.000000 -1.421789 -0.085510 -3.054737
 15959.000000 -1.107254 -0.091142 2.979234
 15960.000000 -1.111450 -0.122007 2.779834
 15961.000000 -0.715238 -0.381674 2.822420
 15962.000000 -0.860332 -0.338515 3.044242
 15963.000000 -1.201735 -0.209407 3.027067
 15964.000000 -1.459777 -0.187583 -2.995166
 15965.000000 -1.423163 -0.124072 2.981494
 15966.000000 -1.164160 -0.130767 2.865671
 15967.000000 -1.876786 0.199107 -2.990436
 15968.000000 -1.464956 0.022983 3.134975
 15969.000000 -1.631556 0.006800 -3.096137
 15970.000000 -0.767763 -0.501620 2.804961
 15971.000000 -1.091486 -0.354910 2.808095
